id,old_concept,concept,categories,folder,file
"8dd50802-1f26-431a-b14a-fe878165b5br","network navigation","Globe with Cursor Pointer","internet side-combination bottom-right","side-combination","network navigation_8dd50802-1f26-431a-b14a-fe878165b5br.svg"
"8dd50802-1f26-431a-b1da-62a62d9213bl","global warming high temperature","Global Warming Thermometer","ecology side-combination bottom-left","side-combination","global warming high temperature_8dd50802-1f26-431a-b1da-62a62d9213bl.svg"
"8dd50802-1f26-431a-b1da-62a62d9213br","climate change 2","Global Warming Earth with Thermometer","ecology side-combination bottom-right","side-combination","climate change 2_8dd50802-1f26-431a-b1da-62a62d9213br.svg"
"8dd50802-1f26-431a-b376-ad91c78c22br","network phone","Global Mobile Connection","internet side-combination bottom-right","side-combination","network phone_8dd50802-1f26-431a-b376-ad91c78c22br.svg"
"8dd50802-1f26-431a-b4df-bb3dfe7ebebr","network remove","Global Network Remove Symbol","internet side-combination bottom-right","side-combination","network remove_8dd50802-1f26-431a-b4df-bb3dfe7ebebr.svg"
"8dd50802-1f26-431a-b690-c751a7da78br","network arrow","Globe with Cursor Pointer","internet side-combination bottom-right","side-combination","network arrow_8dd50802-1f26-431a-b690-c751a7da78br.svg"
"8dd50802-1f26-431a-b6b0-b5db76f72cbr","shipment international","Global Delivery Truck","shipping side-combination bottom-right","side-combination","shipment international_8dd50802-1f26-431a-b6b0-b5db76f72cbr.svg"
"8dd50802-1f26-431a-b851-acf302ef01br","network upload","Global Network Upload Arrow","internet side-combination bottom-right","side-combination","network upload_8dd50802-1f26-431a-b851-acf302ef01br.svg"
"8dd50802-1f26-431a-b9c9-6bdce0f5dabr","network share","Globe with Share Symbol","networks side-combination bottom-right","side-combination","network share_8dd50802-1f26-431a-b9c9-6bdce0f5dabr.svg"
"8dd50802-1f26-431a-bf73-a98d07147ebr","travel paper plane","Global Communication Paper Plane","travel side-combination bottom-right","side-combination","travel paper plane_8dd50802-1f26-431a-bf73-a98d07147ebr.svg"
"8ddd3a18-50e8-5af4-8202-7d7e9f91f1br","filter eyes look","Filter and Eye View","interface-essential side-combination bottom-right","side-combination","filter eyes look_8ddd3a18-50e8-5af4-8202-7d7e9f91f1br.svg"
"8df4cee4-a586-5de1-97f8-ba6f048684br","embassy flag 2","Wheelchair User with Flag and Building","landmarks side-combination bottom-right","side-combination","embassy flag 2_8df4cee4-a586-5de1-97f8-ba6f048684br.svg"
"8df4cee4-a586-5de1-bb16-bc61d9b78dbr","embassy flag 1","Person in Wheelchair holding Embassy Flag","landmarks side-combination bottom-right","side-combination","embassy flag 1_8df4cee4-a586-5de1-bb16-bc61d9b78dbr.svg"
"8dfe4f7a-b750-45e7-8c90-49f47745960a","vintage tv watch","Vintage Television Play Button","tv container-combination","container-combination","vintage tv watch_8dfe4f7a-b750-45e7-8c90-49f47745960a.svg"
"8dfe4f7a-b750-45e7-9229-b1e767e540tr","smart tv phone control power","Television Smartphone Remote Control","tv side-combination top-right","side-combination","smart tv phone control power_8dfe4f7a-b750-45e7-9229-b1e767e540tr.svg"
"8dfe4f7a-b750-45e7-9473-e677d9ad5ee1","single woman vintage tv","Woman on Retro Television","users container-combination","container-combination","single woman vintage tv_8dfe4f7a-b750-45e7-9473-e677d9ad5ee1.svg"
"8dfe4f7a-b750-45e7-a388-10e9ec1fdctr","smart tv connection wifi","Smart TV Wireless Signal","tv side-combination top-right","side-combination","smart tv connection wifi_8dfe4f7a-b750-45e7-a388-10e9ec1fdctr.svg"
"8dfe4f7a-b750-45e7-ab4c-3cab57aef1br","smart tv phone control pause","Smart TV Mobile Remote Pause","tv side-combination bottom-right","side-combination","smart tv phone control pause_8dfe4f7a-b750-45e7-ab4c-3cab57aef1br.svg"
"8dfe4f7a-b750-45e7-b105-310d0892074c","smart tv connection bluetooth","Bluetooth Smart Television Connection","tv container-combination","container-combination","smart tv connection bluetooth_8dfe4f7a-b750-45e7-b105-310d0892074c.svg"
"8dfe4f7a-b750-45e7-be94-369aca27d2br","smart tv phone control play","Television and Phone Media Play","tv side-combination bottom-right","side-combination","smart tv phone control play_8dfe4f7a-b750-45e7-be94-369aca27d2br.svg"
"8e659963-5f68-4c80-9c62-9622160eca5c","award wall star","Star Award Pennant","rewards container-combination","container-combination","award wall star_8e659963-5f68-4c80-9c62-9622160eca5c.svg"
"8e6f48e2-b0a2-475f-a400-fd2f7b20a9to","locker room suitcase key 1","Suitcase with Key","wayfinding side-combination top","side-combination","locker room suitcase key 1_8e6f48e2-b0a2-475f-a400-fd2f7b20a9to.svg"
"8e74a91c-3bbd-400f-a858-53d1cdc716br","ai settings robot","Gear and Robot Head","artificial-intelligence side-combination bottom-right","side-combination","ai settings robot_8e74a91c-3bbd-400f-a858-53d1cdc716br.svg"
"8e82a03f-5829-47b0-805d-727e72c62f15","e commerce apparel","Online Apparel Shopping","ecommerce container-combination","container-combination","e commerce apparel_8e82a03f-5829-47b0-805d-727e72c62f15.svg"
"8e82a03f-5829-47b0-8aeb-03b09b01c294","e commerce apparel","Online Clothing Shopping Monitor","ecommerce container-combination","container-combination","e commerce apparel_8e82a03f-5829-47b0-8aeb-03b09b01c294.svg"
"8ed961c5-a996-4c78-8bba-d4d0f8b7b6bl","customer relationship management contact management share","Hand Holding Contact Book","business side-combination bottom-left","side-combination","customer relationship management contact management share_8ed961c5-a996-4c78-8bba-d4d0f8b7b6bl.svg"
"8eddc674-39c0-4593-98bb-b90c403098br","breached password authentication lock warning","Padlock with Warning Symbol","apps side-combination bottom-right","side-combination","breached password authentication lock warning_8eddc674-39c0-4593-98bb-b90c403098br.svg"
"8ee52bbe-ce7b-51d9-8144-82d4f6ce9abr","app window home","Browser Homepage Window","websites side-combination bottom-right","side-combination","app window home_8ee52bbe-ce7b-51d9-8144-82d4f6ce9abr.svg"
"8ee52bbe-ce7b-51d9-819d-858967c257br","app window user","App Window with User Profile","apps side-combination bottom-right","side-combination","app window user_8ee52bbe-ce7b-51d9-819d-858967c257br.svg"
"8ee52bbe-ce7b-51d9-836c-4e40111ae6br","app window link","Application Window Link","websites side-combination bottom-right","side-combination","app window link_8ee52bbe-ce7b-51d9-836c-4e40111ae6br.svg"
"8ee52bbe-ce7b-51d9-8540-9a5b8f6323br","ai browser robot","Web Browser with Robot Assistant","artificial-intelligence side-combination bottom-right","side-combination","ai browser robot_8ee52bbe-ce7b-51d9-8540-9a5b8f6323br.svg"
"8ee52bbe-ce7b-51d9-8544-e875b0c1abbr","app window minimize","App Window Minimize Action","apps side-combination bottom-right","side-combination","app window minimize_8ee52bbe-ce7b-51d9-8544-e875b0c1abbr.svg"
"8ee52bbe-ce7b-51d9-85ec-2fd6000447br","app window sync","App Window Synchronization Symbol","apps side-combination bottom-right","side-combination","app window sync_8ee52bbe-ce7b-51d9-85ec-2fd6000447br.svg"
"8ee52bbe-ce7b-51d9-861b-a51459770ebr","app window badge","Certified Web Application Window","apps side-combination bottom-right","side-combination","app window badge_8ee52bbe-ce7b-51d9-861b-a51459770ebr.svg"
"8ee52bbe-ce7b-51d9-861b-a51459770etr","online learning certificate 5","Online Achievement Award Certificate","school-learning side-combination top-right","side-combination","online learning certificate 5_8ee52bbe-ce7b-51d9-861b-a51459770etr.svg"
"8ee52bbe-ce7b-51d9-86cd-d13aceeaf9br","coding apps website apps browser","Browser Application Package","websites side-combination bottom-right","side-combination","coding apps website apps browser_8ee52bbe-ce7b-51d9-86cd-d13aceeaf9br.svg"
"8ee52bbe-ce7b-51d9-874b-ecc9030684bo","coding apps website gdpr browser","GDPR Website Browser","websites side-combination bottom","side-combination","coding apps website gdpr browser_8ee52bbe-ce7b-51d9-874b-ecc9030684bo.svg"
"8ee52bbe-ce7b-51d9-879a-5477d3e84ebr","app window question","Application Window Question Mark","apps side-combination bottom-right","side-combination","app window question_8ee52bbe-ce7b-51d9-879a-5477d3e84ebr.svg"
"8ee52bbe-ce7b-51d9-8823-4ce004c7a0br","coding apps website browser newspaper","Web Browser with News Article","websites side-combination bottom-right","side-combination","coding apps website browser newspaper_8ee52bbe-ce7b-51d9-8823-4ce004c7a0br.svg"
"8ee52bbe-ce7b-51d9-897e-de17aaf87cbr","app window flash","Browser Window with Lightning Bolt","apps side-combination bottom-right","side-combination","app window flash_8ee52bbe-ce7b-51d9-897e-de17aaf87cbr.svg"
"8ee52bbe-ce7b-51d9-89b0-a7cc461175br","app window user","Application Window with User Profile","apps side-combination bottom-right","side-combination","app window user_8ee52bbe-ce7b-51d9-89b0-a7cc461175br.svg"
"8ee52bbe-ce7b-51d9-8a07-b840890fb3bo","seo trophy","Website Achievement Trophy","business side-combination bottom","side-combination","seo trophy_8ee52bbe-ce7b-51d9-8a07-b840890fb3bo.svg"
"8ee52bbe-ce7b-51d9-8b09-653917d044br","ai browser spark","Web Browser with Spark","artificial-intelligence side-combination bottom-right","side-combination","ai browser spark_8ee52bbe-ce7b-51d9-8b09-653917d044br.svg"
"8ee52bbe-ce7b-51d9-8b2e-adf342a25ebr","ai browser robot","Web Browser Robot Assistant","artificial-intelligence side-combination bottom-right","side-combination","ai browser robot_8ee52bbe-ce7b-51d9-8b2e-adf342a25ebr.svg"
"8ee52bbe-ce7b-51d9-8b6d-a0ac8b9d53br","app window user","Browser Window with User Profile","apps side-combination bottom-right","side-combination","app window user_8ee52bbe-ce7b-51d9-8b6d-a0ac8b9d53br.svg"
"8ee52bbe-ce7b-51d9-8bb3-41d6a1fb33br","app window disable","Blocked Application Window","apps side-combination bottom-right","side-combination","app window disable_8ee52bbe-ce7b-51d9-8bb3-41d6a1fb33br.svg"
"8ee52bbe-ce7b-51d9-8bc4-bf1b7d5d43br","monetization browser bag","Web Browser with Money Bag","business side-combination bottom-right","side-combination","monetization browser bag_8ee52bbe-ce7b-51d9-8bc4-bf1b7d5d43br.svg"
"8ee52bbe-ce7b-51d9-8d29-69479a774btr","shopping browser megaphone","Web Browser Marketing Megaphone","business side-combination top-right","side-combination","shopping browser megaphone_8ee52bbe-ce7b-51d9-8d29-69479a774btr.svg"
"8ee52bbe-ce7b-51d9-8db2-c377d1b6efbr","app window search 1","Search Application Window","apps side-combination bottom-right","side-combination","app window search 1_8ee52bbe-ce7b-51d9-8db2-c377d1b6efbr.svg"
"8ee52bbe-ce7b-51d9-8dfb-01e3bb127cbr","app window subtract","Remove Browser Window","apps side-combination bottom-right","side-combination","app window subtract_8ee52bbe-ce7b-51d9-8dfb-01e3bb127cbr.svg"
"8ee52bbe-ce7b-51d9-8f00-254954a86dbr","ai browser spark","Web Browser Window with Sparkle","artificial-intelligence side-combination bottom-right","side-combination","ai browser spark_8ee52bbe-ce7b-51d9-8f00-254954a86dbr.svg"
"8ee52bbe-ce7b-51d9-8f61-3945889b68br","browser idea","Browser Window with Idea Lightbulb","work side-combination bottom-right","side-combination","browser idea_8ee52bbe-ce7b-51d9-8f61-3945889b68br.svg"
"8ee52bbe-ce7b-51d9-8f6d-47387d8649br","app window edit","Edit Application Window","apps side-combination bottom-right","side-combination","app window edit_8ee52bbe-ce7b-51d9-8f6d-47387d8649br.svg"
"8ee52bbe-ce7b-51d9-90c1-b19234a4a0br","network browser","Web Browser Window and Globe","internet side-combination bottom-right","side-combination","network browser_8ee52bbe-ce7b-51d9-90c1-b19234a4a0br.svg"
"8ee52bbe-ce7b-51d9-91f6-1ac0c13d96br","app window user","User Profile Application Window","apps side-combination bottom-right","side-combination","app window user_8ee52bbe-ce7b-51d9-91f6-1ac0c13d96br.svg"
"8ee52bbe-ce7b-51d9-9217-7031427f5fbr","app window settings","Application Window with Gear","apps side-combination bottom-right","side-combination","app window settings_8ee52bbe-ce7b-51d9-9217-7031427f5fbr.svg"
"8ee52bbe-ce7b-51d9-931b-0d558dad49br","app window add","Add New App Window","apps side-combination bottom-right","side-combination","app window add_8ee52bbe-ce7b-51d9-931b-0d558dad49br.svg"
"8ee52bbe-ce7b-51d9-9358-c8b505f82bbr","app window flag","Application Window with Flag","websites side-combination bottom-right","side-combination","app window flag_8ee52bbe-ce7b-51d9-9358-c8b505f82bbr.svg"
"8ee52bbe-ce7b-51d9-9473-a05f533d17br","customer relationship management chatbox","Website Support Chat","business side-combination bottom-right","side-combination","customer relationship management chatbox_8ee52bbe-ce7b-51d9-9473-a05f533d17br.svg"
"8ee52bbe-ce7b-51d9-94f3-d074e7fb89bo","optimization timer 1","Website Speed Timer","business side-combination bottom","side-combination","optimization timer 1_8ee52bbe-ce7b-51d9-94f3-d074e7fb89bo.svg"
"8ee52bbe-ce7b-51d9-94f3-d074e7fb89br","optimization timer","Webpage Loading Speed Timer","business side-combination bottom-right","side-combination","optimization timer_8ee52bbe-ce7b-51d9-94f3-d074e7fb89br.svg"
"8ee52bbe-ce7b-51d9-95ae-c987ede83bbr","app window home","Web Browser Home Page","websites side-combination bottom-right","side-combination","app window home_8ee52bbe-ce7b-51d9-95ae-c987ede83bbr.svg"
"8ee52bbe-ce7b-51d9-9744-eb671dd3a3bo","shopping web advertising browser sale","Web Browser Alert Notification","business side-combination bottom","side-combination","shopping web advertising browser sale_8ee52bbe-ce7b-51d9-9744-eb671dd3a3bo.svg"
"8ee52bbe-ce7b-51d9-9744-eb671dd3a3tr","shopping browser sale","Browser Window Alert Badge","business side-combination top-right","side-combination","shopping browser sale_8ee52bbe-ce7b-51d9-9744-eb671dd3a3tr.svg"
"8ee52bbe-ce7b-51d9-98bb-b90c403098bo","coding apps website detect virus browser alert","Browser Warning Alert","websites side-combination bottom","side-combination","coding apps website detect virus browser alert_8ee52bbe-ce7b-51d9-98bb-b90c403098bo.svg"
"8ee52bbe-ce7b-51d9-98bb-b90c403098br","app window warning","Application Window Warning Symbol","apps side-combination bottom-right","side-combination","app window warning_8ee52bbe-ce7b-51d9-98bb-b90c403098br.svg"
"8ee52bbe-ce7b-51d9-98d5-ef4a8b8d7abr","coding apps website browser connection lost","Browser Connection Lost","websites side-combination bottom-right","side-combination","coding apps website browser connection lost_8ee52bbe-ce7b-51d9-98d5-ef4a8b8d7abr.svg"
"8ee52bbe-ce7b-51d9-9905-c97205f798br","app window next","Share Application Window","apps side-combination bottom-right","side-combination","app window next_8ee52bbe-ce7b-51d9-9905-c97205f798br.svg"
"8ee52bbe-ce7b-51d9-9b1d-8a6c0e82abbr","app window module","Application Window and Modular Blocks","apps side-combination bottom-right","side-combination","app window module_8ee52bbe-ce7b-51d9-9b1d-8a6c0e82abbr.svg"
"8ee52bbe-ce7b-51d9-9b54-9c5c4a5f34br","cashless payment e wallet browser","Browser and Digital Wallet","payments side-combination bottom-right","side-combination","cashless payment e wallet browser_8ee52bbe-ce7b-51d9-9b54-9c5c4a5f34br.svg"
"8ee52bbe-ce7b-51d9-9c62-9622160ecabr","app window star 1","Favorite Browser Window","apps side-combination bottom-right","side-combination","app window star 1_8ee52bbe-ce7b-51d9-9c62-9622160ecabr.svg"
"8ee52bbe-ce7b-51d9-9e8a-9f2680d3d4br","cashless payment e wallet browser","Web Browser Wallet","payments side-combination bottom-right","side-combination","cashless payment e wallet browser_8ee52bbe-ce7b-51d9-9e8a-9f2680d3d4br.svg"
